Complaint ID,Date submitted,Date received,Submitted via,State,Product,Sub-product,Issue,Sub-issue,Company public response,Company response to consumer
4848023,2021-10-24,2021-10-27,Referral,NY,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3621464,2020-04-24,2020-04-24,Web,FL,"Money transfer, virtual currency, or money service",Refund anticipation check,Lost or stolen check,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
5818349,2022-07-27,2022-07-27,Web,CA,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account information incorrect,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2473083,2017-05-01,2017-05-10,Postal mail,MD,Debt collection,Private student loan debt,False statements or representation,Attempted to collect wrong amount,0,Closed with explanation
5820224,2022-07-27,2022-07-28,Referral,VA,Credit card or prepaid card,General-purpose credit card or charge card,Closing your account,Company closed your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6237961,2022-11-23,2022-11-23,Web,CA,Credit card or prepaid card,General-purpose credit card or charge card,Getting a credit card,Card opened as result of identity theft or fraud,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4348292,2021-05-04,2021-05-04,Web,TX,Checking or savings account,Checking account,Closing an account,Funds not received from closed account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
4090544,2021-01-24,2021-01-24,Web,CA,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5337082,2022-03-18,2022-03-18,Web,TX,Credit card or prepaid card,General-purpose credit card or charge card,Fees or interest,Problem with fees,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
6203657,2022-11-14,2022-11-14,Web,VA,Checking or savings account,Other banking product or service,Closing an account,Funds not received from closed account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5092497,2022-01-10,2022-01-10,Web,FL,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5336959,2022-03-18,2022-03-18,Web,KS,Checking or savings account,Checking account,Opening an account,Account opened as a result of fraud,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5618881,2022-05-28,2022-05-28,Web,GA,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2850455,2018-03-21,2018-03-21,Web,FL,"Money transfer, virtual currency, or money service",International money transfer,Fraud or scam,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5618923,2022-05-28,2022-05-28,Web,CA,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
7230934,2023-07-10,2023-07-10,Web,FL,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2721761,2017-11-07,2017-11-07,Web,CT,Credit card or prepaid card,General-purpose credit card or charge card,"Advertising and marketing, including promotional offers",Didn't receive advertised or promotional terms,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2784223,2018-01-16,2018-01-16,Web,OH,Vehicle loan or lease,Loan,Getting a loan or lease,Changes in terms mid-deal or after closing,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3119597,2019-01-08,2019-01-08,Referral,NJ,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
5819430,2022-07-28,2022-07-28,Web,FL,Credit card or prepaid card,General-purpose credit card or charge card,Getting a credit card,Card opened as result of identity theft or fraud,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
7028167,2023-05-25,2023-05-25,Web,TX,Debt collection,Credit card debt,Took or threatened to take negative or legal action,Collected or attempted to collect exempt funds,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
5683986,2022-06-18,2022-06-18,Web,IL,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Problem with personal statement of dispute,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3820525,2020-08-29,2020-08-29,Web,IL,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt is not yours,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6963797,2023-05-12,2023-05-12,Web,CA,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Money was taken from your account on the wrong day or for the wrong amount,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5333369,2022-03-17,2022-03-18,Phone,MI,Checking or savings account,Checking account,Opening an account,Account opened as a result of fraud,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3820697,2020-08-29,2020-08-29,Web,NY,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account information incorrect,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5335281,2022-03-17,2022-03-17,Web,NC,Checking or savings account,Checking account,Managing an account,Problem making or receiving payments,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5820848,2022-07-28,2022-07-28,Web,TX,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
7267115,2023-07-18,2023-07-18,Web,CA,"Payday loan, title loan, or personal loan",Personal line of credit,Incorrect information on your report,Information belongs to someone else,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
5332726,2022-03-16,2022-03-16,Web,PA,Checking or savings account,Checking account,Opening an account,Account opened as a result of fraud,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6023115,2022-09-27,2022-09-27,Web,VA,Credit card or prepaid card,General-purpose credit card or charge card,Getting a credit card,Card opened as result of identity theft or fraud,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6120829,2022-10-24,2022-10-24,Web,WA,Credit card or prepaid card,General-purpose credit card or charge card,Getting a credit card,Application denied,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6452545,2023-01-19,2023-01-19,Web,VA,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5046164,2021-12-28,2021-12-28,Web,CA,Credit card or prepaid card,General-purpose credit card or charge card,Fees or interest,Problem with fees,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3845288,2020-09-11,2020-09-11,Web,IN,Mortgage,Conventional home mortgage,Trouble during payment process,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3087443,2018-11-29,2018-11-29,Referral,CA,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
5734515,2022-07-05,2022-07-05,Web,CA,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
6797771,2023-04-05,2023-04-11,Phone,MI,Credit card or prepaid card,General-purpose credit card or charge card,Fees or interest,Problem with fees,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
5736591,2022-07-05,2022-07-05,Web,NY,"Money transfer, virtual currency, or money service",International money transfer,Fraud or scam,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3093232,2018-12-06,2018-12-11,Web,CA,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6100753,2022-10-18,2022-10-18,Web,CA,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5736847,2022-07-05,2022-07-05,Web,MA,Checking or savings account,Checking account,Managing an account,Banking errors,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3093295,2018-12-06,2018-12-06,Web,MI,Checking or savings account,Checking account,Closing an account,Company closed your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3841170,2020-09-11,2020-09-11,Web,NY,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Difficulty submitting a dispute or getting information about a dispute over the phone,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6060828,2022-10-07,2022-10-07,Web,TX,Credit card or prepaid card,General-purpose credit card or charge card,Getting a credit card,Card opened as result of identity theft or fraud,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
6189194,2022-11-10,2022-11-10,Web,MD,Debt collection,Mortgage debt,False statements or representation,Attempted to collect wrong amount,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6186689,2022-11-10,2022-11-10,Web,GA,Credit card or prepaid card,General-purpose credit card or charge card,Getting a credit card,Card opened as result of identity theft or fraud,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
5030560,2021-12-21,2021-12-21,Phone,CA,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2554204,2017-06-20,2017-06-21,Postal mail,NV,Credit card or prepaid card,General-purpose credit card or charge card,Fees or interest,Problem with fees,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
6896720,2023-04-27,2023-04-27,Web,TN,Credit card or prepaid card,General-purpose credit card or charge card,Getting a credit card,Card opened as result of identity theft or fraud,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2553578,2017-06-20,2017-06-20,Web,AZ,Checking or savings account,Other banking product or service,Closing an account,Company closed your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
3593281,2020-04-04,2020-04-04,Web,PA,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6237907,2022-11-23,2022-11-23,Web,MO,Debt collection,Credit card debt,Took or threatened to take negative or legal action,Threatened to sue you for very old debt,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6194261,2022-11-12,2022-11-12,Web,CA,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Money was taken from your account on the wrong day or for the wrong amount,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5951477,2022-09-05,2022-09-05,Web,GA,Checking or savings account,Checking account,Managing an account,Problem accessing account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
6082462,2022-10-13,2022-10-13,Web,TN,Checking or savings account,Savings account,Problem with a lender or other company charging your account,Transaction was not authorized,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6100824,2022-10-18,2022-10-18,Web,TN,Checking or savings account,Checking account,Opening an account,Account opened as a result of fraud,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5235763,2022-02-15,2022-02-17,Referral,MI,Mortgage,Home equity loan or line of credit (HELOC),Trouble during payment process,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
6189124,2022-11-10,2022-11-10,Web,PA,Checking or savings account,Checking account,Closing an account,Can't close your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2991112,2018-08-14,2018-08-16,Web,DC,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
6862692,2023-04-19,2023-04-19,Web,NY,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3093135,2018-12-06,2018-12-06,Web,FL,Mortgage,Other type of mortgage,Struggling to pay mortgage,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6188850,2022-11-10,2022-11-10,Web,TX,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6239495,2022-11-22,2022-11-23,Referral,CA,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3592843,2020-04-04,2020-04-04,Web,NY,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3076503,2018-11-16,2018-11-20,Web,TX,Credit card or prepaid card,General-purpose credit card or charge card,Fees or interest,Problem with fees,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
5781200,2022-07-18,2022-07-18,Web,CA,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6127521,2022-10-25,2022-10-25,Web,CA,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5223129,2022-02-15,2022-02-15,Web,FL,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2472405,2017-05-01,2017-05-04,Postal mail,MD,Debt collection,Private student loan debt,False statements or representation,Attempted to collect wrong amount,0,Closed with explanation
6458454,2023-01-19,2023-01-19,Web,FL,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5668489,2022-06-14,2022-06-14,Web,MI,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6068024,2022-10-11,2022-10-11,Web,CA,Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5724436,2022-06-30,2022-06-30,Phone,MD,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
6189181,2022-11-11,2022-11-11,Web,CA,Checking or savings account,Checking account,Managing an account,Banking errors,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
6064564,2022-10-08,2022-10-08,Web,MO,Vehicle loan or lease,Loan,Incorrect information on your report,Account status incorrect,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4622571,2021-08-11,2021-08-11,Web,FL,Debt collection,Credit card debt,Took or threatened to take negative or legal action,Threatened to sue you for very old debt,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6034441,2022-09-30,2022-09-30,Web,CA,Credit card or prepaid card,Government benefit card,Problem with a purchase or transfer,Charged for a purchase or transfer you did not make with the card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6579635,2023-02-16,2023-02-16,Web,NJ,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Other transaction problem,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
7208864,2023-07-05,2023-07-05,Web,NY,Vehicle loan or lease,Loan,Struggling to pay your loan,Loan balance remaining after the vehicle is repossessed and sold,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6231510,2022-11-23,2022-11-23,Web,CA,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3669052,2020-05-26,2020-05-26,Web,FL,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
3297104,2019-07-05,2019-07-05,Web,CA,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
7209138,2023-07-05,2023-07-05,Web,ID,Credit card or prepaid card,General-purpose credit card or charge card,"Other features, terms, or problems",Problem with customer service,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
4291119,2021-04-08,2021-04-12,Referral,FL,Mortgage,Conventional home mortgage,Trouble during payment process,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5146042,2022-01-25,2022-01-25,Web,NY,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Can't stop withdrawals from your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3142516,2019-02-04,2019-02-04,Web,CA,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
5131244,2022-01-20,2022-01-20,Web,NY,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
6022257,2022-09-28,2022-09-28,Web,FL,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6026873,2022-09-28,2022-09-28,Web,FL,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
3297138,2019-07-05,2019-07-05,Web,TX,Mortgage,FHA mortgage,Trouble during payment process,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5676146,2022-06-15,2022-06-15,Web,NY,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Other transaction problem,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6964251,2023-05-11,2023-05-12,Web,GA,Mortgage,FHA mortgage,Trouble during payment process,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6964244,2023-05-11,2023-05-12,Web,CA,Credit card or prepaid card,Government benefit card,Problem with a purchase or transfer,Charged for a purchase or transfer you did not make with the card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
2472461,2017-05-02,2017-05-02,Web,IL,Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed,0,Closed with explanation
6234439,2022-11-22,2022-11-22,Web,MO,Debt collection,Credit card debt,Took or threatened to take negative or legal action,Collected or attempted to collect exempt funds,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3255620,2019-05-28,2019-05-28,Web,MA,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
5675175,2022-06-15,2022-07-27,Phone,NY,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5763246,2022-07-13,2022-07-27,Web,NC,Credit card or prepaid card,General-purpose credit card or charge card,"Other features, terms, or problems",Credit card company forcing arbitration,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3820159,2020-08-28,2020-08-28,Web,CA,Credit card or prepaid card,Government benefit card,Trouble using the card,Problem using the card to withdraw money from an ATM,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6965959,2023-05-11,2023-05-11,Web,CA,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
4185802,2021-03-04,2021-03-04,Web,CA,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6190474,2022-11-11,2022-11-11,Web,NY,"Credit reporting, credit repair services, or other personal consumer reports",Credit repair services,Confusing or missing disclosures,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4276281,2021-04-04,2021-04-06,Referral,NC,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3361092,2019-08-31,2019-08-31,Web,CT,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2475537,2017-05-04,2017-05-05,Referral,DC,Mortgage,Other type of mortgage,Struggling to pay mortgage,0,0,Closed with explanation
4555647,2021-07-19,2021-08-10,Web,CA,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3864247,2020-09-24,2020-09-24,Web,TX,Checking or savings account,Other banking product or service,Problem with a lender or other company charging your account,Money was taken from your account on the wrong day or for the wrong amount,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4534753,2021-07-12,2021-07-12,Web,VA,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2472740,2017-05-02,2017-05-02,Web,GA,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Money was taken from your account on the wrong day or for the wrong amount,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6201325,2022-11-14,2022-11-14,Web,MD,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3809205,2020-08-22,2020-08-22,Web,GA,Checking or savings account,Checking account,Opening an account,Confusing or missing disclosures,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4621760,2021-08-11,2021-08-11,Web,MI,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4140622,2021-02-15,2021-02-15,Web,FL,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6796471,2023-04-06,2023-04-06,Web,NV,Checking or savings account,Other banking product or service,Managing an account,Problem using a debit or ATM card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6758528,2023-03-29,2023-03-29,Web,MI,Checking or savings account,Savings account,Managing an account,Banking errors,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
5685678,2022-06-19,2022-06-19,Web,FL,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5027426,2021-12-20,2021-12-20,Web,MD,Debt collection,Credit card debt,Written notification about debt,Didn't receive enough information to verify debt,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4355920,2021-05-06,2021-05-07,Web,MA,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3524289,2020-02-07,2020-02-07,Phone,FL,Mortgage,Conventional home mortgage,Incorrect information on your report,Information is missing that should be on the report,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
6242804,2022-11-24,2022-11-25,Referral,CA,Credit card or prepaid card,Government benefit card,Trouble using the card,Problem using the card to withdraw money from an ATM,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6357933,2022-12-23,2022-12-23,Web,NY,Credit card or prepaid card,General-purpose credit card or charge card,Closing your account,Can't close your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6240453,2022-11-24,2022-12-15,Web,MS,Credit card or prepaid card,Store credit card,Getting a credit card,Card opened as result of identity theft or fraud,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4535380,2021-07-12,2021-07-12,Web,MI,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Difficulty submitting a dispute or getting information about a dispute over the phone,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
7230993,2023-07-10,2023-07-10,Web,MI,Checking or savings account,Checking account,Opening an account,Account opened as a result of fraud,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4868470,2021-11-02,2021-11-02,Web,CO,Mortgage,Conventional home mortgage,Trouble during payment process,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6862036,2023-04-19,2023-04-19,Web,WA,Credit card or prepaid card,General-purpose credit card or charge card,"Other features, terms, or problems",Problem with balance transfer,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5913308,2022-08-24,2022-08-24,Web,IL,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
6199564,2022-11-14,2022-11-14,Web,PA,Checking or savings account,Checking account,Opening an account,Account opened as a result of fraud,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6068638,2022-10-10,2022-10-10,Web,TX,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Other transaction problem,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3809172,2020-08-22,2020-08-22,Web,WA,Checking or savings account,Checking account,Closing an account,Company closed your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5780409,2022-07-17,2022-07-17,Web,NY,Mortgage,Home equity loan or line of credit (HELOC),Trouble during payment process,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
2790202,2018-01-23,2018-01-23,Web,TX,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3298053,2019-07-07,2019-07-07,Web,ID,Credit card or prepaid card,General-purpose credit card or charge card,Problem when making payments,Problem during payment process,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5369726,2022-03-26,2022-03-26,Web,GA,Debt collection,Other debt,Attempts to collect debt not owed,Debt was result of identity theft,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5950079,2022-09-06,2022-09-06,Web,MD,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6199063,2022-11-13,2022-11-13,Web,FL,Checking or savings account,Checking account,Closing an account,Funds not received from closed account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
4222267,2021-03-17,2021-03-17,Web,FL,Credit card or prepaid card,General-purpose credit card or charge card,"Other features, terms, or problems",Other problem,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5028977,2021-12-21,2021-12-21,Web,NY,Mortgage,Conventional home mortgage,Struggling to pay mortgage,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
