Complaint ID,Date submitted,Date received,Submitted via,State,Product,Sub-product,Issue,Sub-issue,Company public response,Company response to consumer
3962298,2020-11-18,2020-11-18,Postal mail,CA,Mortgage,Conventional home mortgage,Struggling to pay mortgage,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5164149,2022-01-30,2022-01-30,Web,GA,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
2991182,2018-08-13,2018-08-15,Referral,DE,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5180579,2022-02-01,2022-02-03,Referral,IL,Checking or savings account,Other banking product or service,Managing an account,Funds not handled or disbursed as instructed,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
3686897,2020-06-06,2020-06-07,Web,CA,Checking or savings account,Checking account,Closing an account,Funds not received from closed account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2950302,2018-06-30,2018-07-02,Web,IL,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
7218033,2023-07-08,2023-07-08,Web,IL,Checking or savings account,Savings account,Opening an account,Account opened as a result of fraud,0,In progress
3418602,2019-10-26,2019-10-26,Web,TX,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4426655,2021-06-02,2021-06-02,Web,VA,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3863651,2020-09-24,2020-09-24,Postal mail,HI,Credit card or prepaid card,General-purpose credit card or charge card,Problem when making payments,Problem during payment process,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3388309,2019-09-27,2019-09-27,Web,TX,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
7222528,2023-07-09,2023-08-04,Web,NC,Credit card or prepaid card,Government benefit card,Trouble using the card,Problem with a check written from your prepaid card account,0,In progress
4645962,2021-08-19,2021-08-19,Web,CA,Credit card or prepaid card,Government benefit card,Trouble using the card,Trouble using the card to pay a bill,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
2971343,2018-07-24,2018-07-24,Web,FL,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
6390375,2023-01-04,2023-01-04,Web,CA,Credit card or prepaid card,General-purpose credit card or charge card,"Other features, terms, or problems",Add-on products and services,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3260356,2019-02-25,2019-05-31,Referral,FL,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5910112,2022-08-24,2022-08-24,Web,CA,Credit card or prepaid card,Government benefit card,Trouble using the card,Problem using the card to withdraw money from an ATM,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4423205,2021-06-01,2021-06-02,Phone,CA,Mortgage,Home equity loan or line of credit (HELOC),Trouble during payment process,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
6437805,2023-01-14,2023-01-14,Web,NJ,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3419095,2019-10-27,2019-10-27,Web,NY,Checking or savings account,Checking account,Closing an account,Company closed your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
3229145,2019-02-26,2019-05-01,Referral,CA,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3058588,2018-10-26,2018-10-26,Web,MD,Credit card or prepaid card,General-purpose credit card or charge card,Closing your account,Company closed your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3259989,2019-02-26,2019-05-31,Referral,OH,Mortgage,Conventional home mortgage,Trouble during payment process,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4068477,2021-01-14,2021-01-14,Web,FL,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3163051,2019-02-26,2019-02-26,Web,IL,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
4601861,2021-08-04,2021-08-04,Web,MA,Mortgage,FHA mortgage,Trouble during payment process,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
3971311,2020-11-24,2020-11-24,Web,CA,Credit card or prepaid card,General-purpose credit card or charge card,Getting a credit card,Application denied,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4179946,2021-03-03,2021-03-03,Web,IL,Checking or savings account,Checking account,Managing an account,Fee problem,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3960319,2020-11-18,2020-11-18,Web,TX,Checking or savings account,Savings account,Managing an account,Problem using a debit or ATM card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
2739962,2017-11-28,2017-11-28,Web,MA,Credit card or prepaid card,General-purpose credit card or charge card,Closing your account,Company closed your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
4693675,2021-09-04,2021-09-04,Web,NY,Credit card or prepaid card,General-purpose credit card or charge card,Getting a credit card,Application denied,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3583336,2020-03-27,2020-03-28,Web,NJ,"Credit reporting, credit repair services, or other personal consumer reports",Other personal consumer report,Incorrect information on your report,Information is incorrect,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5165968,2022-01-31,2022-01-31,Web,PA,"Money transfer, virtual currency, or money service",International money transfer,Fraud or scam,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2994823,2018-08-17,2018-08-17,Web,OR,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information is missing that should be on the report,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6788339,2023-03-31,2023-04-03,Referral,CA,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6426654,2023-01-11,2023-01-11,Web,CA,Checking or savings account,Savings account,Managing an account,Problem accessing account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3260400,2019-02-26,2019-05-31,Referral,NJ,Credit card or prepaid card,General-purpose credit card or charge card,Problem when making payments,Problem during payment process,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3419315,2019-10-27,2019-10-27,Web,IL,Credit card or prepaid card,General-purpose credit card or charge card,Fees or interest,Problem with fees,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
6984964,2023-05-16,2023-05-16,Phone,NV,Mortgage,Conventional home mortgage,Trouble during payment process,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5173735,2022-02-02,2022-02-02,Web,IA,Credit card or prepaid card,General-purpose credit card or charge card,Problem when making payments,Problem during payment process,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6414798,2023-01-10,2023-01-13,Phone,CA,Checking or savings account,Other banking product or service,Managing an account,Banking errors,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
7006461,2023-05-21,2023-05-21,Web,CA,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3293801,2019-07-02,2019-07-02,Web,CA,Checking or savings account,Checking account,Managing an account,Cashing a check,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
6490073,2023-01-27,2023-01-27,Web,CA,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3261464,2019-02-28,2019-06-01,Referral,CO,Checking or savings account,Checking account,Problem caused by your funds being low,Overdrafts and overdraft fees,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6628972,2023-02-28,2023-02-28,Web,IL,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
7323813,2023-07-29,2023-07-29,Web,NJ,"Money transfer, virtual currency, or money service",International money transfer,Unexpected or other fees,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4209563,2021-03-12,2021-03-12,Web,RI,"Credit reporting, credit repair services, or other personal consumer reports",Other personal consumer report,Incorrect information on your report,Information belongs to someone else,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3261468,2019-02-28,2019-06-01,Referral,MO,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2786194,2018-01-18,2018-01-18,Phone,NY,Credit card or prepaid card,General-purpose credit card or charge card,Closing your account,Company closed your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5153663,2022-01-26,2022-01-26,Web,NJ,Credit card or prepaid card,General-purpose credit card or charge card,Getting a credit card,Card opened as result of identity theft or fraud,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
2840243,2018-03-12,2018-03-12,Web,CA,Checking or savings account,Checking account,Opening an account,Unable to open an account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5595437,2022-05-24,2022-05-24,Web,MD,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account information incorrect,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3302824,2019-07-02,2019-07-11,Referral,OR,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3966916,2020-11-20,2020-11-20,Web,TX,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Public record information inaccurate,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3993172,2020-12-06,2020-12-06,Web,MD,Checking or savings account,Checking account,Closing an account,Company closed your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3165846,2019-02-28,2019-02-28,Web,FL,Checking or savings account,Checking account,Closing an account,Company closed your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3119546,2019-01-08,2019-01-08,Web,CO,Credit card or prepaid card,General-purpose credit card or charge card,Problem when making payments,Problem during payment process,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
7224753,2023-07-09,2023-07-09,Web,GA,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Difficulty submitting a dispute or getting information about a dispute over the phone,0,In progress
2769707,2018-01-02,2018-01-02,Web,MD,Credit card or prepaid card,General-purpose credit card or charge card,"Other features, terms, or problems",Problem with rewards from credit card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3015814,2018-09-11,2018-09-11,Web,NV,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Other service problem,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2736006,2017-11-22,2017-11-22,Web,CA,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
4690393,2021-09-03,2021-09-03,Web,FL,Checking or savings account,Checking account,Managing an account,Banking errors,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3420257,2019-10-25,2019-10-28,Referral,WA,Mortgage,Conventional home mortgage,Incorrect information on your report,Information belongs to someone else,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3166060,2019-02-28,2019-02-28,Web,NC,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account information incorrect,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4528404,2021-07-09,2021-07-09,Phone,FL,Credit card or prepaid card,General-purpose credit card or charge card,Struggling to pay your bill,Credit card company won't work with you while you're going through financial hardship,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5179218,2022-02-02,2022-02-02,Phone,CA,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6093217,2022-10-18,2022-10-18,Web,NM,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3788169,2020-08-10,2020-08-10,Web,TX,Mortgage,Conventional home mortgage,Trouble during payment process,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3847259,2020-09-15,2020-09-15,Web,VA,Mortgage,FHA mortgage,Trouble during payment process,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6622777,2023-02-27,2023-02-27,Web,TX,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5220279,2022-02-14,2022-02-14,Web,TX,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Old information reappears or never goes away,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3820491,2020-08-29,2020-08-29,Web,CA,Checking or savings account,Other banking product or service,Managing an account,Problem making or receiving payments,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5220641,2022-02-14,2022-02-14,Phone,GA,Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
7102177,2023-06-12,2023-06-12,Web,TX,Credit card or prepaid card,General-purpose credit card or charge card,Getting a credit card,Card opened as result of identity theft or fraud,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4205292,2021-03-11,2021-03-11,Phone,AL,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account information incorrect,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
7330596,2023-07-31,2023-07-31,Web,AL,"Money transfer, virtual currency, or money service",International money transfer,Other transaction problem,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5122304,2022-01-18,2022-01-18,Web,TX,Checking or savings account,Savings account,Managing an account,Banking errors,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5133765,2022-01-18,2022-01-21,Referral,NY,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3952150,2020-11-12,2020-11-12,Web,RI,Checking or savings account,Other banking product or service,Closing an account,Funds not received from closed account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3998646,2020-12-08,2020-12-08,Web,GA,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5121025,2022-01-18,2022-01-18,Phone,CA,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6588932,2023-02-18,2023-02-18,Web,FL,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
5340812,2022-03-18,2022-03-18,Web,CA,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3508057,2020-01-24,2020-01-24,Web,NH,Credit card or prepaid card,General-purpose credit card or charge card,Closing your account,Company closed your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6343575,2022-12-20,2022-12-20,Web,CA,Checking or savings account,Checking account,Managing an account,Banking errors,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3261368,2019-02-26,2019-06-01,Referral,TX,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3176271,2019-03-11,2019-03-11,Web,TX,Credit card or prepaid card,General-purpose credit card or charge card,"Other features, terms, or problems",Problem with customer service,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
7222548,2023-07-09,2023-07-09,Web,CA,Credit card or prepaid card,Government benefit card,Problem with a purchase or transfer,Card company isn't resolving a dispute about a purchase or transfer,0,In progress
5223276,2022-02-15,2022-02-15,Web,CA,Credit card or prepaid card,General-purpose credit card or charge card,Struggling to pay your bill,Problem lowering your monthly payments,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3164654,2019-02-27,2019-02-27,Web,CA,Checking or savings account,Checking account,Opening an account,Account opened as a result of fraud,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5123634,2022-01-19,2022-01-19,Web,FL,Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
6528592,2023-02-03,2023-02-03,Web,FL,Checking or savings account,Checking account,Closing an account,Company closed your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
7151089,2023-06-22,2023-06-22,Phone,TN,Checking or savings account,Checking account,Managing an account,Cashing a check,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4758236,2021-09-27,2021-10-08,Web,NV,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3164947,2019-02-27,2019-02-27,Web,CA,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
7151134,2023-06-22,2023-06-22,Referral,MI,Checking or savings account,Other banking product or service,Problem with a lender or other company charging your account,Transaction was not authorized,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4454524,2021-06-12,2021-06-12,Web,GA,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Money was taken from your account on the wrong day or for the wrong amount,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3164919,2019-02-27,2019-02-27,Web,IL,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3224652,2019-02-27,2019-04-26,Referral,CA,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2732130,2017-11-17,2017-11-17,Web,FL,Checking or savings account,Checking account,Managing an account,Fee problem,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
6552842,2023-02-09,2023-02-09,Web,OR,Credit card or prepaid card,General-purpose credit card or charge card,Getting a credit card,Card opened as result of identity theft or fraud,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
5552214,2022-05-10,2022-05-13,Phone,WI,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4833667,2021-10-22,2021-10-22,Web,PA,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
3055302,2018-10-24,2018-10-24,Web,MD,Checking or savings account,Savings account,Closing an account,Company closed your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3164840,2019-02-27,2019-02-27,Web,MA,Checking or savings account,Checking account,Managing an account,Problem making or receiving payments,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3998266,2020-12-08,2020-12-08,Web,FL,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3055498,2018-10-24,2018-10-24,Web,MD,Mortgage,FHA mortgage,Applying for a mortgage or refinancing an existing mortgage,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
7010489,2023-05-22,2023-05-22,Web,AZ,Checking or savings account,Checking account,Opening an account,Account opened as a result of fraud,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4204741,2021-03-09,2021-03-11,Referral,CA,Credit card or prepaid card,General-purpose prepaid card,Trouble using the card,Problem using the card to withdraw money from an ATM,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3058053,2018-10-27,2018-10-27,Web,NV,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6545650,2023-02-08,2023-02-09,Phone,MO,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2947840,2018-06-28,2018-06-28,Web,PA,Checking or savings account,Other banking product or service,Closing an account,Company closed your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4690786,2021-09-03,2021-09-03,Web,NJ,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3227707,2019-04-30,2019-04-30,Web,CA,Checking or savings account,Checking account,Opening an account,Unable to open an account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
3413673,2019-10-22,2019-10-22,Web,NH,Mortgage,FHA mortgage,Closing on a mortgage,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6559761,2023-02-11,2023-02-14,Web,TX,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3165076,2019-02-28,2019-02-28,Web,PA,Checking or savings account,Checking account,Managing an account,Fee problem,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3165212,2019-02-28,2019-02-28,Web,CA,Checking or savings account,Checking account,Problem caused by your funds being low,Late or other fees,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
7156050,2023-06-22,2023-06-22,Web,VT,Credit card or prepaid card,General-purpose credit card or charge card,Trouble using your card,Can't use card to make purchases,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
3548172,2020-02-28,2020-02-28,Web,FL,Checking or savings account,Checking account,Closing an account,Company closed your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5175485,2022-01-28,2022-02-02,Referral,CA,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3846241,2020-09-14,2020-09-14,Web,TX,Checking or savings account,CD (Certificate of Deposit),Closing an account,Funds not received from closed account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
5095682,2022-01-12,2022-01-12,Web,VA,Credit card or prepaid card,General-purpose credit card or charge card,Improper use of your report,Reporting company used your report improperly,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5104051,2022-01-12,2022-01-12,Web,TX,Debt collection,Auto debt,Attempts to collect debt not owed,Debt is not yours,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6552578,2023-02-09,2023-02-09,Web,CA,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with non-monetary relief
4197860,2021-03-10,2021-03-10,Phone,TN,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5203981,2022-02-09,2022-02-09,Phone,CA,Checking or savings account,Checking account,Closing an account,Company closed your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2950295,2018-06-29,2018-06-30,Web,GA,Mortgage,FHA mortgage,Trouble during payment process,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4198237,2021-03-10,2021-03-10,Web,NY,Vehicle loan or lease,Loan,Problems at the end of the loan or lease,Problem with paying off the loan,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
2950332,2018-06-30,2018-06-30,Web,CA,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt was paid,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5109211,2022-01-12,2022-01-14,Referral,MA,Credit card or prepaid card,General-purpose credit card or charge card,Incorrect information on your report,Account information incorrect,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6937689,2023-05-06,2023-05-06,Web,NC,Checking or savings account,Checking account,Closing an account,Company closed your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2952103,2018-06-29,2018-07-02,Referral,TX,Checking or savings account,Checking account,Closing an account,Company closed your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5095839,2022-01-12,2022-01-12,Phone,SC,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Money was not available when promised,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4904512,2021-11-12,2021-11-12,Web,CA,Credit card or prepaid card,Government benefit card,Problem with a purchase or transfer,Charged for a purchase or transfer you did not make with the card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3549744,2020-02-29,2020-03-03,Web,NC,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
6059382,2022-10-05,2022-10-20,Referral,CO,Checking or savings account,Checking account,Opening an account,Account opened as a result of fraud,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4065198,2021-01-13,2021-01-13,Web,CA,Checking or savings account,Savings account,Managing an account,Problem using a debit or ATM card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3273899,2019-06-13,2019-06-13,Web,TX,Checking or savings account,Checking account,Managing an account,Banking errors,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
